region_name,year,dotations,dotations_equalization,other_dotations,subsidies,subventions,other_transfers,PST,ln_population,Urbanization,ln_grp_pc,ln_grp_pc_L1,grp_growth,russian_share,republic,turnout,UR,Putin,closeness_centrality,patronaged,t1,log_growth,closeness_centr,mean_closeness_centr,mean_patronaged,mean_t1,mean_ln_population,mean_ln_grp_pc_L1,mean_log_growth,mean_Urbanization,mean_UR,mean_turnout,mean_Putin
Республика Ингушетия,2014,38.40231952354927,34.48941947849885,3.912900045050406,25.5339591921888,15.44030871695401,9.615718055370644,29.44685923723921,13.02692458933032,45.14,11.99363806580828,11.96151822285708,3.264125266509299,0.7848507929068043,1,86.4,91.0,91.91,0.6917095402073868,1.0,0.0,0.032119842951200184,6.917095402073868,6.82859333063233,1.0,0.1,13.065479178316718,11.90951439178394,0.012066256805663932,48.587,81.7,83.9,89.288
Ставропольский край,2014,18.77388383766861,12.78094691879038,5.992936918878232,10.64113500321174,6.640638107270068,3.285338501601482,16.63407192208997,14.85772637773277,58.47,12.68946454749226,12.6527533031608,3.739342435336622,80.89193187278804,0,50.9,49.1,64.47,0.7355368664464212,1.0,1.0,0.036711244331460335,7.355368664464212,5.893657974680566,0.8,0.2,14.867542618269079,12.68111512996347,0.01574851868743199,59.101,51.7,46.5,69.294
Карачаево-Черкесская Республика,2014,41.04268301520829,38.30232689465757,2.740356120550723,22.09206582897453,5.913131380680163,2.120771820205468,24.83242194952525,13.06101124101333,42.26,12.33203107284741,12.34971487109604,-1.75283574979902,31.62682350957079,1,93.2,89.8,91.36,1.0,1.0,0.0,-0.017683798248629756,10.0,5.409677154771676,0.6,0.1,13.061394703752617,12.320611363457397,0.004807182182550029,41.968,85.75,93.25,90.244
Республика Башкортостан,2014,9.191551565602238,4.831871136113515,4.359680429488722,6.419066457953086,6.516454049153163,2.046616891999621,10.77874688744181,15.22662532838624,61.28,13.09450831812109,13.07907699427102,1.555100153053646,36.05048909105547,1,79.3,70.5,75.28,0.7521123451269051,1.0,0.0,0.015431323850069845,7.521123451269051,7.450630017873901,1.0,0.1,15.22755518188148,13.08045975577841,0.009329076720191943,61.440999999999995,63.45,74.55,76.003
Республика Марий Эл,2014,28.60671401283449,23.86323676494682,4.743477247887667,12.24730412071388,5.846705814963555,0.8941134972955687,16.99078136860155,13.44393805149174,65.17,12.70356555499102,12.64381438268747,6.157236507266761,47.40038953391814,1,71.3,52.2,59.98,0.7063488955556908,1.0,0.0,0.05975117230354954,7.063488955556908,5.626577630900743,0.8,0.1,13.439098279595418,12.678866506020535,0.01923977640964498,66.176,49.45,62.35,64.18299999999999
Республика Мордовия,2014,15.14959578813316,12.89280142986885,2.256794358264311,12.37592964768072,4.195739002194721,0.6905847268953419,14.63272400594503,13.60950800672173,61.43,12.71310612992682,12.63050370293614,8.610991471202256,53.35929928018452,1,94.2,91.6,87.06,0.0,0.0,0.0,0.08260242699067888,0.0,0.680851615405779,0.1,0.2,13.602410763003665,12.723619405439708,0.02969477876152098,62.263999999999996,88.0,88.6,86.547
Республика Татарстан,2014,2.033406332884579,0.0,2.033406332884579,8.83835575433075,4.057566319202463,1.28064869783968,10.87176208721533,15.17161448990832,76.18,13.64249353080602,13.62857855596592,1.401223872036472,39.71417582522228,1,79.5,77.8,82.7,0.7139034291979991,1.0,0.0,0.013914974840099958,7.139034291979991,7.09860463667785,1.0,0.0,15.184503930198208,13.640173051577909,0.012615270710136173,76.46900000000001,81.55,79.15,82.51700000000001
Удмуртская Республика,2014,9.646240108731705,3.575211966062416,6.07102814266929,7.519798388756947,5.910260670675775,0.8539686514740426,13.59082653142624,14.22486808078778,64.9,13.24465546192858,13.23251209973486,1.221739217053486,62.2204206534331,1,56.6,45.1,65.75,0.0,0.0,0.0,0.012143362193720364,0.0,2.630665096225134,0.4,0.2,14.214643371335915,13.247385497285697,0.013070305571228147,65.38,47.8,50.55,68.894
Чувашская Республика,2014,21.07545050363773,16.33352181204874,4.741928691588989,11.28537710975415,6.560770866979812,1.292694400286019,16.02730580134314,14.02538567159242,60.4,12.64250573760085,12.63699957416667,0.5521350212886134,26.86003905114038,1,61.7,43.4,62.32,0.0,0.0,0.0,0.005506163434180422,0.0,1.3548450698119257,0.2,0.1,14.015324518032207,12.646276986344116,0.013769500076335105,61.742999999999995,47.15,60.55,66.811
Нижегородская область,2014,7.826189994432604,1.657045865929694,6.169144128502911,5.496015012816977,4.774447964962165,2.626704438327235,11.66515914131989,14.9985497757006,79.33,13.20429092219653,13.17169652963884,3.313140845760798,95.14764485436845,0,58.9,44.6,63.9,0.0,0.0,0.0,0.032594392557689034,0.0,2.7441486780386897,0.4,0.1,14.984951678226073,13.206367438444673,0.02261661197393696,79.491,51.35,51.7,67.911
Кировская область,2014,21.42515078565846,15.11911815637997,6.306032629278493,10.43402810755733,6.669140534592464,0.8465745556235105,16.74006073683582,14.06118868767011,75.22,12.75180178459105,12.71779863550644,3.458786472770958,91.87916003881362,0,54.0,34.9,57.93,0.0,0.0,0.0,0.034003149084609774,0.0,0.0,0.0,0.1,14.029697272316138,12.76742057799933,0.028272655468727058,76.095,36.45,47.95,61.674
Самарская область,2014,1.923430968028394,0.0,1.923430968028394,6.86590703934204,5.690590345582802,1.219599937409905,8.789338007370434,14.98560377589053,80.3,13.45244716473,13.43444907635181,1.816103004909864,85.55174732465221,0,53.0,39.4,58.56,0.0,0.0,0.0,0.017998088378190502,0.0,3.4717206169145696,0.5,0.2,14.982020275793763,13.407048298633658,0.008391063280375022,80.023,45.1,52.95,63.738
Оренбургская область,2014,4.923943660187128,1.837371491068559,3.086572169118569,5.577664701647201,7.160925778408436,3.146181282328908,8.66423687076577,14.499120402377,59.7,13.44826040020225,13.44803479244316,0.02256332104335623,75.8767376585608,0,51.2,34.9,56.89,0.0,0.0,0.0,0.00022560775908964104,0.0,1.3925682445400103,0.2,0.1,14.479405621805432,13.445290379354741,0.014717893964836115,59.587,37.9,46.45,61.714
Пензенская область,2014,19.82941479077283,13.294400919989,6.535013870783835,11.15877750214383,6.260739030571344,5.438979911604924,17.69379137292766,14.11836543897548,67.97,12.75770498789952,12.71775578154755,4.075790895888254,86.8020996304275,0,64.9,56.3,64.27,0.7829908578300626,1.0,0.0,0.03994920635197019,7.829908578300627,3.0619303429635636,0.4,0.1,14.098366359591276,12.77826841145454,0.0366029386578429,68.19500000000001,60.3,62.75,68.98299999999999
Пермский край,2014,7.357254133698373,1.282832032731287,6.074422100967087,5.947323767209505,5.024308090426939,2.152766193458169,12.02174586817659,14.7814014116179,75.59,13.41477497068964,13.38163426762034,3.369597320571073,87.10855422941499,0,48.1,36.3,62.94,0.7158173794103254,1.0,0.0,0.03314070306930006,7.158173794103254,6.647569093528406,0.9,0.3,14.771588788703472,13.398245824194627,0.008567070829177048,75.654,39.5,41.65,66.663
Саратовская область,2014,13.74602231824304,7.594336661725169,6.151685656517871,8.148159539384544,5.317450170112532,1.156913184497049,14.29984519590241,14.73840980541806,75.42,12.83106111075437,12.82850120901635,0.2563181084139554,87.55403917112397,0,67.3,64.9,70.64,0.6828641496676493,1.0,0.0,0.0025599017380191214,6.828641496676493,6.759308607098035,1.0,0.1,14.731359477747286,12.836899884145712,0.020306786101254026,75.899,66.55,65.9,72.947
Ульяновская область,2014,10.65639678729556,6.854043835170283,3.802352952125281,6.520612908449933,6.629329280662654,7.263260553891794,10.32296586057521,14.0474076847015,74.46,12.84855622835851,12.83796975404608,1.064270929983602,73.57869033536369,0,60.4,43.6,58.18,0.0,0.0,0.0,0.010586474312429317,0.0,0.0,0.0,0.0,14.032296613279021,12.85601346373942,0.01776994554110196,75.241,46.05,56.4,63.00699999999999
Курганская область,2014,31.90149631765021,25.69145574240941,6.210040575240809,7.459851199342022,6.137796685262226,1.114265844384201,13.66989177458283,13.66800773210848,61.75,12.64390997346525,12.66069394474712,-1.664390515263214,92.47095274980636,0,56.5,44.4,63.39,0.0,0.0,0.0,-0.01678397128186937,0.0,2.1201965542942296,0.3,0.2,13.633687543490748,12.673840486292647,0.01188896439970204,62.435,42.95,49.15,66.363
Свердловская область,2014,3.221084494430756,0.06718702037249631,3.15389747405826,3.377307427978156,4.598932944540087,1.704473569930542,6.531204902036416,15.2796521415197,84.45,13.42208175163479,13.4224159864421,-0.03341789570818765,90.6531957904619,0,51.2,32.7,64.5,0.9401404314086327,1.0,0.0,-0.00033423480731009647,9.401404314086326,9.156499373804538,1.0,0.1,15.277535141773035,13.418360170253417,0.01509034847636297,84.94300000000001,36.6,46.35,67.53
Тюменская область,2014,,0.0,0.0,1.301871641440182,2.397459652942445,0.6000703249709161,1.301871641440182,14.17669979712232,63.67,13.77319466170093,13.97224107632981,-18.04881448884522,73.31976912372754,0,76.2,62.2,73.1,0.7158173794103254,1.0,0.0,-0.19904641462887973,7.158173794103254,7.07239478992211,1.0,0.1,14.218849082364192,13.851065183654274,-0.010386970251895989,64.976,60.3,78.65,75.095
Челябинская область,2014,8.98063480877421,3.581044428506185,5.399590380268027,5.202259658089185,6.248325888698377,2.224591239690508,10.60185003835721,15.06670715748689,82.45,13.23410122772447,13.2082819090707,2.6155524561013,83.79738904074622,0,59.7,50.3,65.02,0.0,0.0,0.0,0.02581931865376852,0.0,1.4601981898440337,0.2,0.2,15.063058138389987,13.21378815960539,0.013439296059669027,82.533,44.25,52.05,67.414
Ханты-Мансийский автономный округ - Югра,2014,1.015739521457032,0.0,1.015739521457032,1.03114923909009,1.564164723621814,0.596597485877665,2.046888760547122,14.29064972771891,91.86,15.13743603695706,15.15996922710316,-2.228121397454852,68.10534890794732,0,54.9,41.0,66.41,0.7416663403334749,1.0,0.0,-0.022533190146099003,7.4166634033347485,7.309642049936467,1.0,0.0,14.312446241182107,15.101363631381437,-0.018493822206228926,91.899,44.3,47.1,69.356
Ямало-Ненецкий автономный округ,2014,,0.0,0.0,0.4402882613004126,0.7521532969869973,0.2583247432597733,0.4402882613004126,13.17332831788964,84.98,15.54473463660816,15.47990946109401,6.697247516359628,61.73862802169426,0,82.2,71.7,84.58,0.6402874880576774,1.0,0.0,0.06482517551414979,6.402874880576775,6.287617879029826,1.0,0.1,13.15681205450636,15.626406435148212,0.050444200389276085,84.786,69.4,78.3,84.86800000000001
Республика Тыва,2014,59.49200204919764,56.17641153302753,3.315590516170107,10.53532346437712,7.423782011427728,2.856345143683823,13.85091398054723,12.65688071317806,54.38,12.60668359762022,12.56801198165316,3.9429095681647,16.26883698581899,1,86.1,85.3,90.0,0.7139034291979991,1.0,0.0,0.03867161596705948,7.139034291979991,6.909227620251606,1.0,0.0,12.68017391648718,12.577339800353524,-0.0029048978322650854,54.451,83.95,88.1,90.59400000000001
Алтайский край,2014,23.93917316210371,20.54777317076745,3.391399991336256,8.96391861212258,6.300033797997277,10.3316976518858,12.35531860345884,14.67054867087306,56.09,12.74908732940227,12.73776723172783,1.138441243412669,93.92766264596298,0,52.5,37.2,57.35,0.9569888262367435,1.0,0.0,0.011320097674440532,9.569888262367435,8.48098297281967,1.0,0.1,14.644949049966584,12.76249114852617,0.02413049000470995,56.720000000000006,36.2,46.65,59.543000000000006
Красноярский край,2014,7.013074022126197,0.2057940057481221,6.807280016378075,6.518678448433397,5.180491736522972,2.647481815147297,13.32595846481147,14.86563718609701,77.54,13.9082636166436,13.90069609761157,0.759622506965507,91.31694705096045,0,49.7,36.7,60.16,1.0,1.0,0.0,0.007567519032029679,10.0,5.471818442093575,0.7,0.2,14.868241774506672,13.90333664054648,0.008165780660617017,78.179,38.55,43.2,64.396
Иркутская область,2014,5.77787386804735,2.415924700846795,3.361949167200555,5.055675396635404,6.495514777210023,1.103843499503737,8.41762456383596,14.69872794682739,78.97,13.48213404148145,13.43401582784077,4.929468893842048,91.40701771588505,0,47.1,34.9,55.45,0.0,0.0,1.0,0.04811821364067903,0.0,2.3390715803622264,0.3,0.4,14.693891829081224,13.49487285365654,0.030863608300009913,78.506,37.35,40.9,60.733000000000004
Кемеровская область - Кузбасс,2014,5.34345175588917,1.857495629160153,3.485956126729017,4.821108899225162,6.117610444880296,3.451123711378769,8.307065025954179,14.81816795904865,85.78,13.38094845353604,13.35651822005496,2.473109669181794,93.69873923071353,0,69.4,64.2,77.19,0.5907077046903789,1.0,0.0,0.02443023348108042,5.907077046903789,5.203967124119177,0.8,0.1,14.804856835034371,13.38397253710104,0.0025126278093269504,86.069,70.75,78.1,79.659
Новосибирская область,2014,8.258758294204332,2.136664256722399,6.122094037481934,5.143180211853267,4.360556025917094,3.361073700210575,11.2652742493352,14.82507740232976,78.47,13.14180084366582,13.12451752133011,1.743354314148182,93.10494236245461,0,56.8,33.8,56.34,0.0,0.0,0.0,0.017283322335709173,0.0,2.8851626163274022,0.4,0.2,14.835074168230875,13.140787756219154,0.019580606761437025,78.91,36.05,45.85,60.75600000000001
Омская область,2014,7.863542468906316,2.88757143486519,4.975971034041127,11.15109363569462,6.273303758384172,0.7994508996828026,16.12706466973574,14.49199467762768,72.2,12.916891886326,12.89683051622863,2.026395180355345,85.83181391841353,0,55.7,39.6,55.55,0.7416663403334749,1.0,0.0,0.020061370097371523,7.4166634033347485,7.238630859576507,1.0,0.2,14.477233397522411,12.891849038465546,0.013851675733471857,72.69800000000001,37.95,47.2,59.077999999999996
Томская область,2014,11.93111494985966,6.227579255610208,5.703535694249451,5.71408249211449,4.779707722380427,0.6199621430383805,11.41761818636394,13.88360088895072,71.49,13.44766247701084,13.44995687086366,-0.2291763743131447,92.05339702188196,0,50.5,37.5,57.07,0.7416663403334749,1.0,0.0,-0.0022943938528197094,7.4166634033347485,7.181908666166396,1.0,0.1,13.883383049493252,13.440413736671497,0.0020421963197739144,71.572,39.1,42.2,61.318000000000005
Республика Алтай,2014,45.46174477173252,41.69276529763916,3.768979474093361,5.872207782910835,5.988851463247928,27.7363352264038,9.641187257004196,12.25081653933957,29.73,12.62503026194071,12.54758091270381,8.052750152998755,56.62635151132507,1,63.6,53.3,66.87,0.0,0.0,0.0,0.07744934923690039,0.0,2.355787000566351,0.3,0.1,12.25551773039436,12.631323468657445,0.02108814976007505,30.145999999999997,51.05,54.35,67.995
Республика Хакасия,2014,10.77461575906801,6.747440254715251,4.027175504352765,10.36063430929581,5.847743689556276,13.02347557291332,14.38780981364857,13.19231285786165,67.89,13.21538991572472,13.19989504400139,1.561553968748308,81.656591192903,1,56.2,40.1,58.4,0.7807014108773429,1.0,0.0,0.01549487172332853,7.807014108773429,5.3604922594408,0.7,0.1,13.194250190951431,13.20431037255266,0.017542535983104023,68.139,39.1,47.8,61.628
Республика Бурятия,2014,35.61002214789343,31.50957148693447,4.100450660958968,10.19484575704221,6.195031546135658,6.308632192978194,14.29529641800118,13.79008607762402,59.22,12.76965530125223,12.78972501526244,-1.986965789171358,66.05043759070661,1,56.9,49.0,66.2,0.6223773485315888,1.0,0.0,-0.020069714010210404,6.2237734853158875,6.674006840534031,1.0,0.1,13.79338927924395,12.748006162640538,0.0026454229679838902,59.162,46.15,48.7,68.456
Республика Саха (Якутия),2014,34.74597147754376,32.67327287489091,2.07269860265285,2.722310025286919,2.440726169578569,1.450623718390293,4.795008627939769,13.77217290181906,65.28,14.18169240703227,14.15152505180409,3.062700033834997,37.83701950647506,0,60.1,49.2,69.46,0.0,0.0,0.0,0.030167355228179815,0.0,2.1237409083227794,0.3,0.1,13.783010412041786,14.202154809336957,0.02271373016148992,65.633,47.8,54.1,67.93599999999999
Приморский край,2014,12.37717294928989,7.566257481807343,4.810915467482549,6.193074425867668,5.604340700579435,3.042377716729042,11.00398989335022,14.47239979204004,77.17,13.35017487239405,13.33251923189999,1.7812422652004,92.51599441368536,0,48.7,33.0,57.31,0.733516160769371,1.0,0.0,0.0176556404940591,7.33516160769371,7.58437064059278,1.0,0.2,14.459640510954193,13.37265391260488,0.007975210240877929,77.601,36.0,43.05,59.69500000000001
Хабаровский край,2014,11.90629695372643,5.812558307428455,6.093738646297977,7.416548551225552,4.239564016193306,6.467470686007464,13.51028719752353,14.1054346152887,82.51,13.51328322434674,13.50134732706712,1.20074143584723,91.81126152303911,0,53.2,38.1,56.15,0.0,0.0,0.0,0.011935897279620633,0.0,0.0,0.0,0.2,14.09581107317058,13.498208701900916,0.00944420509220798,82.83,37.7,45.05,59.039
Амурская область,2014,9.1374402938184,5.42488504339175,3.71255525042665,12.26214099493657,6.267015949691587,6.443177318662747,15.97469624536322,13.60185312086047,67.4,13.20216464026266,13.16630190483996,3.65135601300106,94.32830956041175,0,54.0,43.5,62.84,0.8042165136146124,1.0,0.0,0.035862735422700354,8.042165136146124,7.597476443923663,1.0,0.2,13.586747980047912,13.261594561190638,0.018746484191135872,67.55499999999999,40.7,48.25,64.1
Камчатский край,2014,63.76167403937977,60.98831579640159,2.773358242978175,4.213606781002055,1.988285564968613,0.8774090908010772,6.986965023980231,12.6508578208302,77.58,13.74030644599124,13.72021449764914,2.029515016136219,85.9228898450654,0,53.6,45.3,59.84,0.0,0.0,0.0,0.020091948342100707,0.0,1.9764007725271735,0.3,0.2,12.62727145068204,13.801110656901812,0.030757298557166024,77.689,46.0,46.55,62.720000000000006
Магаданская область,2014,35.40011664055559,31.76939947049424,3.630717170061351,6.401479649376711,2.750974833746515,2.621226662535031,10.03219681943806,11.90906051648203,95.84,14.32886794068516,14.28387110689639,4.602454796880417,84.13189010035116,0,52.6,41.0,56.25,0.0,0.0,1.0,0.04499683378877073,0.0,2.0568589167803495,0.3,0.2,11.879134134929277,14.37913340631017,0.048625039535500035,96.053,42.85,46.6,61.065
Сахалинская область,2014,0.4638124238181483,0.0,0.4638124238181483,2.567156033673943,0.8254064375718745,0.8304277819100959,3.030968457492091,13.08777193263471,81.23,14.759523104263,14.74319180582522,1.646538302277412,86.46405226000026,0,49.1,41.9,56.3,0.0,0.0,0.0,0.01633129843778036,0.0,4.596819886461441,0.6,0.2,13.07874068277152,14.774164130342658,0.005006101852764111,81.62100000000001,43.65,43.1,59.486000000000004
Еврейская автономная область,2014,27.80003067811649,24.76566360935373,3.034367068762756,8.377730218574522,5.923454163019926,13.5787494231465,11.41209728733728,12.02990213222072,68.96,12.98279715590663,12.96121833465604,2.181332776767353,92.7393675532346,0,52.1,48.1,61.59,0.0,0.0,0.0,0.021578821250589186,0.0,1.3609917500399296,0.2,0.2,11.992814610304743,13.05142859923661,0.005815462641654001,69.852,46.55,45.85,63.357000000000006
Чукотский автономный округ,2014,45.48015706596634,38.34359084648644,7.136566219479905,3.851759729209308,1.595676322628192,1.761948669232062,10.98832594868921,10.81655308905459,66.94,14.73299820943391,14.58790544661007,15.61468127370134,52.49183348689171,0,79.1,70.3,72.64,0.6953121940626329,1.0,0.0,0.14509276282383965,6.953121940626329,6.804508789301023,1.0,0.0,10.798123244199113,14.708184506899169,0.031235427564129024,67.761,64.55,71.8,75.541
Забайкальский край,2014,27.75204996684722,22.62993687778126,5.12211308906597,7.355033263354484,8.124793832592196,1.081605764579438,12.47714635242045,13.88824508737716,67.33,12.9179812961741,12.97065791911261,-5.131325358340022,89.90678173459195,0,53.6,43.3,65.69,0.0,0.0,1.0,-0.05267662293850961,0.0,2.1115633114582004,0.3,0.3,13.866564971078045,12.974359006659611,0.019566395341172084,67.95700000000001,41.6,46.25,67.592
Белгородская область,2015,4.025818840088395,1.151182548719117,2.874636291369279,19.40955018712429,5.736420769128364,2.244591978504031,22.28418647849357,14.25447878282791,65.98,13.53921239006352,13.51187834602194,2.771104618253029,94.36612621715348,0,75.5,51.2,59.3,0.6229113083057274,1.0,0.0,0.027334044041580796,6.229113083057274,6.258075849451342,1.0,0.1,14.252721865917223,13.553597196052564,0.028085594452510066,65.83500000000001,52.95,68.85,65.423
Брянская область,2015,16.56450427978184,14.185934665153,2.378569614628846,20.19976466168883,15.86325002459985,2.090474470224969,22.57833427631768,14.01983004303522,69.54,12.75592738897625,12.73396507618395,2.220525968256037,96.70319132613922,0,59.9,50.1,64.02,0.8105585036649076,1.0,1.0,0.021962312792300764,8.105585036649076,5.557272194605841,0.7,0.1,14.01017982111388,12.761148914465238,0.03458679688419597,69.51,57.0,57.5,69.294
Владимирская область,2015,9.82039052561681,7.663892256237858,2.156498269378952,7.971494830545297,6.446968311799615,3.356634690119338,10.12799309992425,14.15825664419725,77.67,12.9591932257185,12.97083881446433,-1.157804134124429,95.58201060163185,0,48.6,37.6,53.49,0.7290498273187148,1.0,0.0,-0.011645588745828661,7.290498273187148,4.579569635101675,0.7,0.2,14.148317042139514,12.981501158236167,0.028902071409907925,77.69,41.4,43.5,59.538
Воронежская область,2015,8.121312846485194,5.834271313291222,2.287041533193973,12.61200445137124,6.006763352782398,2.855342570485885,14.89904598456521,14.66491633798418,67.2,13.11809564927077,13.11465961079229,0.3441948425686681,95.50289463735784,0,64.3,50.0,61.34,0.9999993800003838,1.0,0.0,0.003436038478481507,9.999993800003837,8.947648293289495,1.0,0.1,14.66311066675936,13.110858337994335,0.02729048016193012,67.483,54.55,59.05,66.602
Ивановская область,2015,28.75525192718762,25.86702418764994,2.888227739537676,4.554851782602109,6.817764729873595,3.0000745130869,7.443079522139785,13.82676103336212,81.29,12.59823439037929,12.57388291842727,2.465039048208562,95.57495314218058,0,53.2,40.1,61.85,0.4728257938045294,1.0,0.0,0.02435147195201992,4.728257938045294,6.5690167994383755,0.9,0.2,13.805708923317388,12.617724326485558,0.0073315337883800066,81.444,41.25,45.85,64.706
Тверская область,2015,7.597841235639242,4.427126837248438,3.170714398390804,4.683613370932297,5.906162852516704,3.2524095306274,7.854327769323101,14.08415888245639,75.32,12.93507662247255,12.9330033471298,0.2075426064157337,93.45164623819502,0,53.5,38.4,58.02,0.0,0.0,0.0,0.0020732753427505912,0.0,5.305831705064431,0.8,0.2,14.06973721325139,12.960396311643638,0.011981358425233068,75.59299999999999,41.7,47.55,62.979
Калужская область,2015,0.8897359697812574,0.0,0.8897359697812574,4.683753840137317,6.021595124327769,10.07950015422008,5.573489809918574,13.84944714235964,76.15,13.19496820980081,13.25826254664958,-6.133285130577604,93.0800802880774,0,57.6,40.4,59.02,0.6289152727231314,1.0,0.0,-0.0632943368487684,6.289152727231314,6.4246208961410645,1.0,0.1,13.85554041843769,13.249145898689758,0.01749197480236795,75.735,43.05,50.35,64.162
Костромская область,2015,19.04956372572855,13.81962039077587,5.229943334952682,5.294675746286417,7.304682105883319,2.611764712018802,10.5246190812391,13.36177547536456,71.49,12.85279248670075,12.85683122090278,-0.4030589483527192,96.59759640453902,0,57.3,30.7,52.78,0.8156244943128136,1.0,0.0,-0.00403873420203027,8.156244943128137,8.072859485517743,1.0,0.1,13.339556055879871,12.851212249900556,0.019911432202010103,71.98400000000001,33.65,48.35,57.559000000000005
Курская область,2015,6.019536216247024,4.625372048391771,1.394164167855253,12.59442602066266,7.671262087732996,3.220306269272038,13.98859018851791,13.92559290819439,66.99,13.1338773225426,13.10537765405986,2.890966973315301,96.48180915317877,0,54.7,45.7,60.45,0.8207542081135218,1.0,0.0,0.028499668482741214,8.207542081135218,8.290882112478176,1.0,0.1,13.919282964584486,13.145400230172722,0.039278141499276845,67.375,48.7,50.85,66.61800000000001
Липецкая область,2015,2.562367837567491,1.647074236911294,0.9152936006561967,9.808908794671012,4.641851476409583,2.268801621535944,10.72420239532721,13.96959552134654,63.64,13.40042241602894,13.39084417884135,0.9624255308205765,96.26322297018821,0,56.9,40.1,61.0,0.0,0.0,0.0,0.009578237187589878,0.0,2.0568206848455426,0.3,0.1,13.96618993541692,13.392307693976097,0.023520154098316048,63.512,48.15,54.75,66.949
Московская область,2015,0.7201934442134951,0.0,0.7201934442134951,6.889340500172798,3.083615207485361,2.871473536240092,7.609533944386293,15.86139777216189,79.75,13.45807281874121,13.45106472575797,0.7032707132699656,92.91775841693203,0,51.0,32.8,56.85,0.7744802319884272,1.0,0.0,0.007008092983239678,7.744802319884272,7.023968238094758,0.9,0.1,15.885742041004724,13.471572415288097,0.015701077232158946,79.455,39.4,44.6,62.141999999999996
Орловская область,2015,16.07809198556399,13.39644742333635,2.681644562227634,16.39293889389413,9.481731412142775,3.185798731339715,19.07458345612176,13.54216259290097,66.45,12.9819010840269,12.95098028988178,3.140380743085158,96.04297520231538,0,64.7,39.0,52.84,0.5077817863426066,1.0,1.0,0.0309207941451195,5.077817863426066,3.830051924606397,0.6,0.2,13.52696250430007,12.959555213680265,0.02072357290982385,66.462,43.45,59.15,60.019000000000005
Рязанская область,2015,7.882876639085788,6.253471332449047,1.629405306636742,8.559873211260461,8.783925576446062,2.669052549000086,10.1892785178972,13.94492699576324,71.1,13.00249535075845,13.0180350766587,-1.541960736765502,95.11195291262811,0,52.7,39.8,59.74,0.0,0.0,0.0,-0.015539725900250545,0.0,4.456927781319715,0.7,0.1,13.938522044765856,13.013257137578137,0.016012176634652063,71.239,47.15,48.0,64.72
Смоленская область,2015,8.64936989936366,6.9516014351145,1.697768464249157,4.611406566314649,5.586699885871541,3.608079050614038,6.309175030563806,13.76637703485391,72.51,12.95311088752218,12.95512008908292,-0.2007184466427336,94.66093975086856,0,49.6,36.2,56.69,0.0,0.0,0.0,-0.0020092015607389158,0.0,0.0,0.0,0.1,13.75185863536998,12.952967034060379,0.023782608667671033,72.503,42.15,45.0,61.73
Тамбовская область,2015,22.26878433546824,21.12583617618861,1.142948159279626,15.25725831808802,6.575219008161792,3.447513967808566,16.40020647736765,13.86989835942218,59.42,12.97203952659666,12.89644724637664,7.852274944265214,96.98967348305317,0,68.3,66.7,71.76,0.0,0.0,0.0,0.07559228022001996,0.0,0.0,0.0,0.1,13.851756469223428,12.895621793221153,0.03668518441231594,59.628,65.1,58.8,74.775
Тульская область,2015,3.674251990159241,2.0251571264666,1.649094863692641,3.448229789290215,10.19313973164772,3.161306871491234,5.097324652982856,14.2444428126388,76.6,13.07035979558349,13.01487771580147,5.705007433494114,95.30925002623609,0,72.8,61.3,67.77,0.7372876784748579,1.0,0.0,0.05548207978202058,7.372876784748579,8.399521489189901,1.0,0.2,14.24050427557213,13.069838428029508,0.04070484021754996,75.926,57.15,59.2,71.199
Ярославская область,2015,3.593244705521374,0.0,3.593244705521374,4.752724681177029,4.559121297831453,2.825812362917876,8.345969386698403,14.04894260077068,81.78,13.10340235559249,13.09789753577701,0.5519999176516022,95.96558891889833,0,55.9,29.0,54.53,0.0,0.0,0.0,0.005504819815479678,0.0,5.257900789212982,0.6,0.2,14.039261888917235,13.116074009342586,0.025374938754583985,81.66900000000001,33.7,46.85,59.723
г. Москва,2015,,0.0,0.0,0.2484353056684857,1.655337607250094,2.53883914075089,0.2484353056684857,16.32332391762422,100.0,14.33591412675159,14.37093855804664,-3.441817444508488,91.65044468473364,0,61.7,46.6,46.95,0.9702596214873598,1.0,0.0,-0.03502443129505117,9.702596214873598,9.757022611351823,1.0,0.0,16.338118114759993,14.357745724283001,0.006782166732758022,100.0,42.2,48.5,54.126
Республика Карелия,2015,19.73031913944077,12.98358561733552,6.746733522105252,3.044239036861287,8.371380987275447,2.732196256200188,9.790972558966539,13.30784493612893,79.01,13.46773810044624,13.44753982351639,2.040364247157744,82.18881340785018,1,50.3,32.3,55.38,0.7331456128654494,1.0,0.0,0.020198276929850323,7.331456128654494,6.592661288576157,0.9,0.2,13.27598030606928,13.484420656046058,0.025210717604336,78.965,34.8,44.95,60.678
Республика Коми,2015,2.205213025906057,0.4118245357392824,1.793388490166774,1.889728908719064,3.999980904983186,1.805264126001487,3.683117398885838,13.63047652573275,77.49,13.9604625919562,13.9608904169046,-0.04277334443540948,65.07796414152824,1,72.6,58.8,65.02,0.0,0.0,0.0,-0.000427824948401323,0.0,4.22213048271865,0.6,0.2,13.602233948025196,13.96424227136382,0.0006625953060579448,77.464,48.3,56.7,66.946
