region_name,year,dotations,dotations_equalization,other_dotations,subsidies,subventions,other_transfers,PST,ln_population,Urbanization,ln_grp_pc,ln_grp_pc_L1,grp_growth,russian_share,republic,turnout,UR,Putin,closeness_centrality,patronaged,t1,log_growth,closeness_centr,mean_closeness_centr,mean_patronaged,mean_t1,mean_ln_population,mean_ln_grp_pc_L1,mean_log_growth,mean_Urbanization,mean_UR,mean_turnout,mean_Putin
Ростовская область,2012,8.620379672022862,7.30381334014295,1.31656633187991,10.06928805082439,6.269115671669819,5.038905545843826,11.3858543827043,15.2654170737768,67.51,12.84809884421175,12.82178721448933,2.666083665906926,90.34490047107509,0,59.3,50.2,62.66,0.8552183028903673,1.0,0.0,0.026311629722419738,8.552183028903674,8.404824658871652,1.0,0.0,15.260756375979733,12.950497172196648,0.027197563937771996,67.837,54.5,53.75,67.553
Республика Адыгея,2012,27.89509738473097,25.32092511564671,2.574172269084259,18.2448542553791,5.611318552013239,7.679382378882536,20.81902652446336,13.01118374123614,50.73,12.5943106728014,12.54801428278162,4.738479935805318,63.63961202296268,1,65.9,61.0,64.07,0.7114841343373648,1.0,0.0,0.04629639001977992,7.114841343373648,3.5630262896737426,0.5,0.1,13.059570643995745,12.64504410493838,0.020816969755541946,50.262,60.2,59.9,69.2
Республика Дагестан,2012,49.41791513236982,49.40960152932588,0.008313603043938689,19.43200016401653,5.055204341854156,2.891775669193617,19.44031376706047,14.89532595341609,45.1,12.32368052982778,12.2854304925997,3.899098682941271,3.597043936705582,1,91.1,91.4,92.84,0.7277932262419455,1.0,0.0,0.03825003722807985,7.277932262419455,2.734843020855516,0.5,0.3,14.933403593406263,12.396163307482151,0.01545040569252496,45.156,90.15,89.6,92.21600000000001
Кабардино-Балкарская Республика,2012,29.82710284937625,29.82710284937625,0.0,24.18306675688827,4.574162519223616,2.552056406297649,24.18306675688827,13.66854996738235,53.93,12.30218052340143,12.24879890862261,5.48321078431373,22.52089964671727,1,98.4,81.9,77.64,0.0,0.0,0.0,0.05338161477881975,0.0,5.4403455889367445,0.8,0.2,13.690886525080558,12.308210319625527,0.012181354804779864,52.86,79.8,94.25,82.362
Республика Северная Осетия - Алания,2012,39.16480234795884,34.56092032742788,4.603882020530957,18.31832845228122,6.727408045570532,3.584528423841973,22.92221047281218,13.46957488393804,63.78,12.52131837073441,12.50100719140863,2.051885499139261,20.82180223463845,1,85.8,67.9,70.06,0.0,0.0,0.0,0.02031117932577864,0.0,0.0,0.0,0.1,13.459118731636224,12.517267381598192,0.006880711986072896,63.608000000000004,67.5,85.7,73.495
Республика Ингушетия,2012,41.6319572030096,36.33381571989245,5.298141483117149,36.97225664136363,6.515321865947719,3.407355474578259,42.27039812448078,12.9823354996715,41.64,11.85190527730524,11.73936415905799,11.9118272148564,0.7848507929068043,1,86.4,91.0,91.91,0.688346438911759,1.0,0.0,0.11254111824725044,6.88346438911759,6.82859333063233,1.0,0.1,13.065479178316718,11.90951439178394,0.012066256805663932,48.587,81.7,83.9,89.288
Ставропольский край,2012,15.03453890090377,13.78660217934308,1.247936721560688,14.17860426111192,5.085695273005454,4.424243291596784,15.42654098267261,14.84704813430134,57.72,12.63042644787209,12.62933552172673,0.1091521421727082,80.89193187278804,0,50.9,49.1,64.47,0.0,0.0,0.0,0.0010909261453591057,0.0,5.893657974680566,0.8,0.2,14.867542618269079,12.68111512996347,0.01574851868743199,59.101,51.7,46.5,69.294
Карачаево-Черкесская Республика,2012,40.851713748615,29.46715856872174,11.38455517989327,22.17424816326261,4.455287332336967,11.83320325893724,33.55880334315588,13.06805501595099,42.82,12.35423074987942,12.30297783956637,5.258907025360561,31.62682350957079,1,93.2,89.8,91.36,0.4096771547716753,1.0,1.0,0.05125291031304968,4.096771547716753,5.409677154771676,0.6,0.1,13.061394703752617,12.320611363457397,0.004807182182550029,41.968,85.75,93.25,90.244
Республика Башкортостан,2012,4.340514460783811,3.594885098311123,0.7456293624726876,7.124237180402157,6.511991763262101,2.089149902373219,7.869866542874845,15.220449277807,60.83,13.05619486771116,13.01385927199097,4.324452840874349,36.05048909105547,1,79.3,70.5,75.28,0.7514788046107664,1.0,0.0,0.04233559572018919,7.514788046107665,7.450630017873901,1.0,0.1,15.22755518188148,13.08045975577841,0.009329076720191943,61.440999999999995,63.45,74.55,76.003
Республика Марий Эл,2012,27.1774667194756,26.39073512521589,0.7867315942597147,12.85666296938517,6.880592917983694,1.777658135121299,13.64339456364488,13.44750307121454,64.12,12.62290987290366,12.5263928136542,10.13283688189199,47.40038953391814,1,71.3,52.2,59.98,0.7114841343373648,1.0,0.0,0.09651705924946086,7.114841343373648,5.626577630900743,0.8,0.1,13.439098279595418,12.678866506020535,0.01923977640964498,66.176,49.45,62.35,64.18299999999999
Республика Мордовия,2012,14.9734892045987,12.84731849014608,2.12617071445262,36.52934538829635,5.518682872581107,5.016346923947254,38.65551610274897,13.62111115676431,60.88,12.5989238286368,12.57035222874741,2.898368331493262,53.35929928018452,1,94.2,91.6,87.06,0.0,0.0,0.0,0.028571599889389176,0.0,0.680851615405779,0.1,0.2,13.602410763003665,12.723619405439708,0.02969477876152098,62.263999999999996,88.0,88.6,86.547
Республика Татарстан,2012,1.168559611459606,0.0,1.168559611459606,18.33677276245192,4.92374707231423,2.833668460738837,19.50533237391152,15.15756511132205,75.8,13.61204384359244,13.56556630017936,4.757455385536846,39.71417582522228,1,79.5,77.8,82.7,0.7195462775026603,1.0,0.0,0.04647754341308108,7.195462775026603,7.09860463667785,1.0,0.0,15.184503930198208,13.640173051577909,0.012615270710136173,76.46900000000001,81.55,79.15,82.51700000000001
Удмуртская Республика,2012,6.838421703152077,3.144113061341964,3.694308641810113,9.54482393192206,6.167554956035253,5.279718774189319,13.23913257373217,14.22954220163856,66.48,13.20338907927821,13.16782932361036,3.619956507513655,62.2204206534331,1,56.6,45.1,65.75,0.0,0.0,0.0,0.03555975566785108,0.0,2.630665096225134,0.4,0.2,14.214643371335915,13.247385497285697,0.013070305571228147,65.38,47.8,50.55,68.894
Чувашская Республика,2012,17.00441977231173,16.24179442484922,0.762625347462503,12.82776376839249,8.11227109668056,4.64324459131777,13.59038911585499,14.03301986670138,59.57,12.65205635924599,12.58787268034946,6.628823542189433,26.86003905114038,1,61.7,43.4,62.32,0.0,0.0,0.0,0.06418367889652998,0.0,1.3548450698119257,0.2,0.1,14.015324518032207,12.646276986344116,0.013769500076335105,61.742999999999995,47.15,60.55,66.811
Нижегородская область,2012,3.054923532770748,1.930755710217378,1.12416782255337,5.961294134362324,5.607951240061036,5.391321802267887,7.085461956915694,15.00591076996193,79.07,13.1485398437871,13.10753394142775,4.185825494914397,95.14764485436845,0,58.9,44.6,63.9,0.0,0.0,0.0,0.04100590235935009,0.0,2.7441486780386897,0.4,0.1,14.984951678226073,13.206367438444673,0.02261661197393696,79.491,51.35,51.7,67.911
Кировская область,2012,19.45484548679349,18.94609897260723,0.5087465141862589,9.046872049106186,8.717145904437416,3.453120664650388,9.555618563292445,14.08638237650154,74.59,12.69886453230057,12.66729284392982,3.207536074477479,91.87916003881362,0,54.0,34.9,57.93,0.0,0.0,0.0,0.031571688370750195,0.0,0.0,0.0,0.1,14.029697272316138,12.76742057799933,0.028272655468727058,76.095,36.45,47.95,61.674
Самарская область,2012,0.6478479187540273,0.0,0.6478479187540273,5.126293038459504,5.108125452724948,3.489792938298459,5.774140957213531,14.98430758534111,80.31,13.39377965770766,13.34559562122779,4.93637587671556,85.55174732465221,0,53.0,39.4,58.56,0.7195462775026603,1.0,0.0,0.04818403647986891,7.195462775026603,3.4717206169145696,0.5,0.2,14.982020275793763,13.407048298633658,0.008391063280375022,80.023,45.1,52.95,63.738
Оренбургская область,2012,3.396727744507837,1.467553481660498,1.929174262847339,7.368450493358016,6.28068485185002,4.448285197481528,9.297624756205355,14.51356965528523,59.79,13.41907427044947,13.38723951755741,3.234689886996445,75.8767376585608,0,51.2,34.9,56.89,0.0,0.0,0.0,0.031834752892059726,0.0,1.3925682445400103,0.2,0.1,14.479405621805432,13.445290379354741,0.014717893964836115,59.587,37.9,46.45,61.714
Пензенская область,2012,17.09985728188936,14.672186323959,2.427670957930352,21.68339316966922,7.68166062093082,5.21181284306904,24.11106412759957,14.13071246216547,67.63,12.66598317234948,12.59452962949288,7.406825139945217,86.8020996304275,0,64.9,56.3,64.27,0.7559518927334483,1.0,0.0,0.07145354285659877,7.559518927334484,3.0619303429635636,0.4,0.1,14.098366359591276,12.77826841145454,0.0366029386578429,68.19500000000001,60.3,62.75,68.98299999999999
Пермский край,2012,0.6344672903419508,0.006787221184088034,0.6276800691578628,5.788634930030468,5.744827371105112,1.761683869638465,6.41631499918833,14.78214719559506,75.23,13.37359382692581,13.36684828352901,0.6768345817388166,87.10855422941499,0,48.1,36.3,62.94,0.0,0.0,0.0,0.006745543396800002,0.0,6.647569093528406,0.9,0.3,14.771588788703472,13.398245824194627,0.008567070829177048,75.654,39.5,41.65,66.663
Саратовская область,2012,10.20150726665659,7.792639788912995,2.408867477743597,11.55095161759447,4.987501524897928,4.206239089236337,13.95981909533807,14.73791337294484,74.84,12.78646085822916,12.72843036682452,5.974730840165154,87.55403917112397,0,67.3,64.9,70.64,0.73,1.0,0.0,0.05803049140464012,7.3,6.759308607098035,1.0,0.1,14.731359477747286,12.836899884145712,0.020306786101254026,75.899,66.55,65.9,72.947
Ульяновская область,2012,9.494559840587453,7.80738145414482,1.687178386442633,10.75433136615981,7.770995939378239,3.383508645264417,12.44150975260244,14.05958316074421,73.97,12.81159058350857,12.77971781398537,3.23861459672512,73.57869033536369,0,60.4,43.6,58.18,0.0,0.0,0.0,0.03187276952320062,0.0,0.0,0.0,0.0,14.032296613279021,12.85601346373942,0.01776994554110196,75.241,46.05,56.4,63.00699999999999
Курганская область,2012,25.9020891021805,24.64233804564798,1.259751056532519,12.60864215648406,8.60767767434826,2.744482362626683,13.86839321301658,13.69493036390532,60.7,12.61880098532625,12.643306125785,-2.420732711646811,92.47095274980636,0,56.5,44.4,63.39,0.0,0.0,0.0,-0.024505140458749963,0.0,2.1201965542942296,0.3,0.2,13.633687543490748,12.673840486292647,0.01188896439970204,62.435,42.95,49.15,66.363
Свердловская область,2012,0.8002693952259304,0.5016041847503093,0.2986652104756211,4.494349138574301,4.51134071104187,2.098911057113645,4.793014349049923,15.27681614389664,84.11,13.40411562162859,13.3376640094511,6.870925031050046,90.6531957904619,0,51.2,32.7,64.5,0.7341035721342152,1.0,0.0,0.06645161217748985,7.341035721342152,9.156499373804538,1.0,0.1,15.277535141773035,13.418360170253417,0.01509034847636297,84.94300000000001,36.6,46.35,67.53
Тюменская область,2012,10.53030976132373,0.0,10.53030976132373,1.534261860060221,1.939915156845542,1.745377485164178,12.06457162138395,14.13760854978199,61.93,13.90734961922172,13.90512564447123,0.2226449616672621,73.31976912372754,0,76.2,62.2,73.1,0.7055550998845518,1.0,0.0,0.0022239747504890772,7.055550998845518,7.07239478992211,1.0,0.1,14.218849082364192,13.851065183654274,-0.010386970251895989,64.976,60.3,78.65,75.095
Челябинская область,2012,6.791062066957948,2.984709642844335,3.806352424113614,6.541379186082455,6.914537482563156,4.009734656627072,10.34773161019607,15.06341373678799,82.16,13.19489086889665,13.17262441800372,2.251619853047604,83.79738904074622,0,59.7,50.3,65.02,0.0,0.0,0.0,0.022266450892930223,0.0,1.4601981898440337,0.2,0.2,15.063058138389987,13.21378815960539,0.013439296059669027,82.533,44.25,52.05,67.414
Ханты-Мансийский автономный округ - Югра,2012,,0.0,0.0,2.123295016668421,1.451046420659766,0.7696232479037959,2.123295016668421,14.26917200316782,91.65,15.1719990010568,15.20681352138889,-3.421546695975075,68.10534890794732,0,54.9,41.0,66.41,0.7405243030858282,1.0,0.0,-0.034814520332089316,7.405243030858282,7.309642049936467,1.0,0.0,14.312446241182107,15.101363631381437,-0.018493822206228926,91.899,44.3,47.1,69.356
Ямало-Ненецкий автономный округ,2012,,0.0,0.0,0.7904458331646997,0.7700725239550407,0.3613673465887702,0.7904458331646997,13.18720310317523,84.95,15.43716643231737,15.424049605231,1.320323002695445,61.73862802169426,0,82.2,71.7,84.58,0.6047615141867587,1.0,0.0,0.013116827086371075,6.047615141867587,6.287617879029826,1.0,0.1,13.15681205450636,15.626406435148212,0.050444200389276085,84.786,69.4,78.3,84.86800000000001
Республика Тыва,2012,50.88173741217895,50.52774370999992,0.3539937021790281,16.30210544411976,4.43073803142754,13.7828264318937,16.65609914629879,12.64560740229604,53.97,12.56303321200634,12.54712404449123,1.603639210430496,16.26883698581899,1,86.1,85.3,90.0,0.6920976456633207,1.0,0.0,0.015909167515109957,6.920976456633206,6.909227620251606,1.0,0.0,12.68017391648718,12.577339800353524,-0.0029048978322650854,54.451,83.95,88.1,90.59400000000001
Алтайский край,2012,24.82671383795209,24.10107757522459,0.7256362627275039,13.60520589074675,6.990620916300655,3.678906189333899,14.33084215347425,14.68570792603184,55.4,12.68209872355978,12.65801167136304,2.437948849409133,93.92766264596298,0,52.5,37.2,57.35,0.965778843948438,1.0,0.0,0.0240870521967409,9.657788439484381,8.48098297281967,1.0,0.1,14.644949049966584,12.76249114852617,0.02413049000470995,56.720000000000006,36.2,46.65,59.543000000000006
